kind,formation_name,letter,slot_id,slot_type,slot_min_max,unit_choice,unit_name,name,team_position_in_unit,team_position_in_slot,team_role,designation,base
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,6,6,FN MAG (M72 LAW),606ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,7,7,FN MAG (M72 LAW),607ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,8,8,RPG-7 (or B-300),608ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,9,9,RPG-7 (or B-300),609ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,10,10,RPG-7 (or B-300),610ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,M47 DRAGON,11,11,M47 Dragon (or Dragon 2),611ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,52MM,12,12,52mm mortar,612ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,13,13,Transport (M113),613ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,14,14,Transport (M113),614ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,15,15,Transport (M113),615ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,16,16,Transport (M113),616ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,17,17,Transport (Vayzata variant),617ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,18,18,Transport (Vayzata variant),618ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,19,19,Transport (Vayzata variant),619ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,20,20,Transport (Vayzata variant),620ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,21,21,Transport (Nagmasho't variant),621ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,22,22,Transport (Nagmasho't variant),622ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,23,23,Transport (Nagmasho't variant),623ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,24,24,Transport (Nagmasho't variant),624ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,1,25,Galil rifle (M72 LAW) [Reserve],625ז,40x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,2,26,Galil rifle (M72 LAW) [Reserve],626ז,40x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,3,27,Galil rifle (M72 LAW) [Reserve],627ז,40x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,4,28,Galil rifle (M72 LAW) [Reserve],628ז,40x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,5,29,FN MAG (M72 LAW) [Reserve],629ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,6,30,FN MAG (M72 LAW) [Reserve],630ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,7,31,FN MAG (M72 LAW) [Reserve],631ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,8,32,RPG-7 [Reserve],632ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,9,33,RPG-7 [Reserve],633ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,10,34,RPG-7 [Reserve],634ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,M47 DRAGON,11,35,M47 Dragon (or Dragon 2) [Reserve],635ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,52MM,12,36,52mm mortar [Reserve],636ז,20x20
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,13,37,Transport (Reserve M113),637ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,14,38,Transport (Reserve M113),638ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,15,39,Transport (Reserve M113),639ז,20x30
formation,Merkava 1 Tank Company,ז (Zayin),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,16,40,Transport (Reserve M113),640ז,20x30
formation,Merkava 1 Tank Company,ח (Het),S1,HQ,1-2,A,Merkava 1 Tank Company HQ,MERKAVA 1,1,1,HQ Tank,001ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S1,HQ,1-2,A,Merkava 1 Tank Company HQ,MERKAVA 1,2,2,HQ Tank,002ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S2a,Combat,1 of 2 mandatory,A,Merkava 1 Tank Platoon (1st),MERKAVA 1,1,1,Tank,101ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S2a,Combat,1 of 2 mandatory,A,Merkava 1 Tank Platoon (1st),MERKAVA 1,2,2,Tank,102ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S2a,Combat,1 of 2 mandatory,A,Merkava 1 Tank Platoon (1st),MERKAVA 1,3,3,Tank,103ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S2b,Combat,2 of 2 mandatory,A,Merkava 1 Tank Platoon (2nd),MERKAVA 1,1,1,Tank,201ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S2b,Combat,2 of 2 mandatory,A,Merkava 1 Tank Platoon (2nd),MERKAVA 1,2,2,Tank,202ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S2b,Combat,2 of 2 mandatory,A,Merkava 1 Tank Platoon (2nd),MERKAVA 1,3,3,Tank,203ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S3,Combat,1 (choice),A,Merkava 1 Tank Platoon,MERKAVA 1,1,1,Tank,301ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S3,Combat,1 (choice),A,Merkava 1 Tank Platoon,MERKAVA 1,2,2,Tank,302ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S3,Combat,1 (choice),A,Merkava 1 Tank Platoon,MERKAVA 1,3,3,Tank,303ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,1,4,Tank,304ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,2,5,Tank,305ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,3,6,Tank,306ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S3,Combat,1 (choice),C,Merkava 3 Tank Platoon,MERKAVA 3,1,7,Tank,307ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S3,Combat,1 (choice),C,Merkava 3 Tank Platoon,MERKAVA 3,2,8,Tank,308ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S3,Combat,1 (choice),C,Merkava 3 Tank Platoon,MERKAVA 3,3,9,Tank,309ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S4,Combat,1,A,Merkava 1 Tank Platoon (3rd),MERKAVA 1,1,1,Tank,401ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S4,Combat,1,A,Merkava 1 Tank Platoon (3rd),MERKAVA 1,2,2,Tank,402ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S4,Combat,1,A,Merkava 1 Tank Platoon (3rd),MERKAVA 1,3,3,Tank,403ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,1,1,Recce,501ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,2,2,Recce,502ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,3,3,Recce,503ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,1,4,Recce,504ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,2,5,Recce,505ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,3,6,Recce,506ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,4,7,Recce,507ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,RABBI,1,8,Recce,508ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,RABBI,2,9,Recce,509ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,RABBI,3,10,Recce,510ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,UH-1,4,11,Transport heli,511ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,UH-1,5,12,Transport heli,512ח,20x40
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,1,1,Galil rifle (M72 LAW),601ח,40x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,2,2,Galil rifle (M72 LAW),602ח,40x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,3,3,Galil rifle (M72 LAW),603ח,40x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,4,4,Galil rifle (M72 LAW),604ח,40x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,5,5,FN MAG (M72 LAW),605ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,6,6,FN MAG (M72 LAW),606ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,7,7,FN MAG (M72 LAW),607ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,8,8,RPG-7 (or B-300),608ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,9,9,RPG-7 (or B-300),609ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,10,10,RPG-7 (or B-300),610ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,M47 DRAGON,11,11,M47 Dragon (or Dragon 2),611ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,52MM,12,12,52mm mortar,612ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,13,13,Transport (M113),613ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,14,14,Transport (M113),614ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,15,15,Transport (M113),615ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,16,16,Transport (M113),616ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,17,17,Transport (Vayzata variant),617ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,18,18,Transport (Vayzata variant),618ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,19,19,Transport (Vayzata variant),619ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,20,20,Transport (Vayzata variant),620ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,21,21,Transport (Nagmasho't variant),621ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,22,22,Transport (Nagmasho't variant),622ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,23,23,Transport (Nagmasho't variant),623ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,24,24,Transport (Nagmasho't variant),624ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,1,25,Galil rifle (M72 LAW) [Reserve],625ח,40x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,2,26,Galil rifle (M72 LAW) [Reserve],626ח,40x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,3,27,Galil rifle (M72 LAW) [Reserve],627ח,40x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,4,28,Galil rifle (M72 LAW) [Reserve],628ח,40x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,5,29,FN MAG (M72 LAW) [Reserve],629ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,6,30,FN MAG (M72 LAW) [Reserve],630ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,7,31,FN MAG (M72 LAW) [Reserve],631ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,8,32,RPG-7 [Reserve],632ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,9,33,RPG-7 [Reserve],633ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,RPG-7,10,34,RPG-7 [Reserve],634ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,M47 DRAGON,11,35,M47 Dragon (or Dragon 2) [Reserve],635ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,52MM,12,36,52mm mortar [Reserve],636ח,20x20
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,13,37,Transport (Reserve M113),637ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,14,38,Transport (Reserve M113),638ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,15,39,Transport (Reserve M113),639ח,20x30
formation,Merkava 1 Tank Company,ח (Het),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,ZELDA,16,40,Transport (Reserve M113),640ח,20x30
formation,Merkava 1 Tank Company,ט (Tet),S1,HQ,1-2,A,Merkava 1 Tank Company HQ,MERKAVA 1,1,1,HQ Tank,001ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S1,HQ,1-2,A,Merkava 1 Tank Company HQ,MERKAVA 1,2,2,HQ Tank,002ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S2a,Combat,1 of 2 mandatory,A,Merkava 1 Tank Platoon (1st),MERKAVA 1,1,1,Tank,101ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S2a,Combat,1 of 2 mandatory,A,Merkava 1 Tank Platoon (1st),MERKAVA 1,2,2,Tank,102ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S2a,Combat,1 of 2 mandatory,A,Merkava 1 Tank Platoon (1st),MERKAVA 1,3,3,Tank,103ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S2b,Combat,2 of 2 mandatory,A,Merkava 1 Tank Platoon (2nd),MERKAVA 1,1,1,Tank,201ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S2b,Combat,2 of 2 mandatory,A,Merkava 1 Tank Platoon (2nd),MERKAVA 1,2,2,Tank,202ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S2b,Combat,2 of 2 mandatory,A,Merkava 1 Tank Platoon (2nd),MERKAVA 1,3,3,Tank,203ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S3,Combat,1 (choice),A,Merkava 1 Tank Platoon,MERKAVA 1,1,1,Tank,301ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S3,Combat,1 (choice),A,Merkava 1 Tank Platoon,MERKAVA 1,2,2,Tank,302ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S3,Combat,1 (choice),A,Merkava 1 Tank Platoon,MERKAVA 1,3,3,Tank,303ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,1,4,Tank,304ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,2,5,Tank,305ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S3,Combat,1 (choice),B,Merkava 2 Tank Platoon,MERKAVA 2,3,6,Tank,306ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S3,Combat,1 (choice),C,Merkava 3 Tank Platoon,MERKAVA 3,1,7,Tank,307ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S3,Combat,1 (choice),C,Merkava 3 Tank Platoon,MERKAVA 3,2,8,Tank,308ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S3,Combat,1 (choice),C,Merkava 3 Tank Platoon,MERKAVA 3,3,9,Tank,309ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S4,Combat,1,A,Merkava 1 Tank Platoon (3rd),MERKAVA 1,1,1,Tank,401ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S4,Combat,1,A,Merkava 1 Tank Platoon (3rd),MERKAVA 1,2,2,Tank,402ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S4,Combat,1,A,Merkava 1 Tank Platoon (3rd),MERKAVA 1,3,3,Tank,403ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,1,1,Recce,501ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,2,2,Recce,502ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),A,Jeep Recce Platoon,JEEP,3,3,Recce,503ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,1,4,Recce,504ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,2,5,Recce,505ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,3,6,Recce,506ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),B,M113 Recce Platoon,ZELDA,4,7,Recce,507ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,RABBI,1,8,Recce,508ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,RABBI,2,9,Recce,509ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,RABBI,3,10,Recce,510ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,UH-1,4,11,Transport heli,511ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S5,Recce,0-1 (choice),C,Rabbi Recce Platoon,UH-1,5,12,Transport heli,512ט,20x40
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,1,1,Galil rifle (M72 LAW),601ט,40x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,2,2,Galil rifle (M72 LAW),602ט,40x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,3,3,Galil rifle (M72 LAW),603ט,40x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,GALIL,4,4,Galil rifle (M72 LAW),604ט,40x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,5,5,FN MAG (M72 LAW),605ט,20x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,6,6,FN MAG (M72 LAW),606ט,20x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,FN MAG,7,7,FN MAG (M72 LAW),607ט,20x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,8,8,RPG-7 (or B-300),608ט,20x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,9,9,RPG-7 (or B-300),609ט,20x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,RPG-7,10,10,RPG-7 (or B-300),610ט,20x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,M47 DRAGON,11,11,M47 Dragon (or Dragon 2),611ט,20x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,52MM,12,12,52mm mortar,612ט,20x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,13,13,Transport (M113),613ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,14,14,Transport (M113),614ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,15,15,Transport (M113),615ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,ZELDA,16,16,Transport (M113),616ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,17,17,Transport (Vayzata variant),617ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,18,18,Transport (Vayzata variant),618ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,19,19,Transport (Vayzata variant),619ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,VAYZATA,20,20,Transport (Vayzata variant),620ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,21,21,Transport (Nagmasho't variant),621ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,22,22,Transport (Nagmasho't variant),622ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,23,23,Transport (Nagmasho't variant),623ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),A,Mech Infantry Platoon,NAGMASH,24,24,Transport (Nagmasho't variant),624ט,20x30
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,1,25,Galil rifle (M72 LAW) [Reserve],625ט,40x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,2,26,Galil rifle (M72 LAW) [Reserve],626ט,40x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,3,27,Galil rifle (M72 LAW) [Reserve],627ט,40x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,GALIL,4,28,Galil rifle (M72 LAW) [Reserve],628ט,40x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,5,29,FN MAG (M72 LAW) [Reserve],629ט,20x20
formation,Merkava 1 Tank Company,ט (Tet),S6,Infantry,0-1 (choice),B,Reserve Infantry Platoon,FN MAG,6,30,FN MAG (M72 LAW) [Reserve],630ט,20x20
