designation,name,symbol,width,base,hq,formation,group
632ה,RPG-7,anti-tank,20,20x20,,Merkava 2 Tank Company,ה
633ה,RPG-7,anti-tank,20,20x20,,Merkava 2 Tank Company,ה
634ה,RPG-7,anti-tank,20,20x20,,Merkava 2 Tank Company,ה
635ה,M47 DRAGON,anti-tank,20,20x20,,Merkava 2 Tank Company,ה
636ה,52MM,mortar,20,20x20,,Merkava 2 Tank Company,ה
637ה,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ה
638ה,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ה
639ה,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ה
640ה,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ה
001ו,MERKAVA 2,armor,20,20x40,true,Merkava 2 Tank Company,ו
002ו,MERKAVA 2,armor,20,20x40,true,Merkava 2 Tank Company,ו
101ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
102ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
103ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
201ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
202ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
203ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
301ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
302ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
303ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
304ו,MERKAVA 1,armor,20,20x40,,Merkava 2 Tank Company,ו
305ו,MERKAVA 1,armor,20,20x40,,Merkava 2 Tank Company,ו
306ו,MERKAVA 1,armor,20,20x40,,Merkava 2 Tank Company,ו
307ו,MERKAVA 3,armor,20,20x40,,Merkava 2 Tank Company,ו
308ו,MERKAVA 3,armor,20,20x40,,Merkava 2 Tank Company,ו
309ו,MERKAVA 3,armor,20,20x40,,Merkava 2 Tank Company,ו
401ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
402ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
403ו,MERKAVA 2,armor,20,20x40,,Merkava 2 Tank Company,ו
501ו,JEEP,reconnaissance,20,20x30,,Merkava 2 Tank Company,ו
502ו,JEEP,reconnaissance,20,20x30,,Merkava 2 Tank Company,ו
503ו,JEEP,reconnaissance,20,20x30,,Merkava 2 Tank Company,ו
504ו,M113 ZELDA,reconnaissance,20,20x30,,Merkava 2 Tank Company,ו
505ו,M113 ZELDA,reconnaissance,20,20x30,,Merkava 2 Tank Company,ו
506ו,M113 ZELDA,reconnaissance,20,20x30,,Merkava 2 Tank Company,ו
507ו,M113 ZELDA,reconnaissance,20,20x30,,Merkava 2 Tank Company,ו
508ו,RABBI,reconnaissance,20,20x30,,Merkava 2 Tank Company,ו
509ו,RABBI,reconnaissance,20,20x30,,Merkava 2 Tank Company,ו
510ו,RABBI,reconnaissance,20,20x30,,Merkava 2 Tank Company,ו
511ו,UH-1,utility helicopter,20,20x40,,Merkava 2 Tank Company,ו
512ו,UH-1,utility helicopter,20,20x40,,Merkava 2 Tank Company,ו
601ו,GALIL,infantry,40,40x20,,Merkava 2 Tank Company,ו
602ו,GALIL,infantry,40,40x20,,Merkava 2 Tank Company,ו
603ו,GALIL,infantry,40,40x20,,Merkava 2 Tank Company,ו
604ו,GALIL,infantry,40,40x20,,Merkava 2 Tank Company,ו
605ו,FN MAG,machine gun,40,40x20,,Merkava 2 Tank Company,ו
606ו,FN MAG,machine gun,40,40x20,,Merkava 2 Tank Company,ו
607ו,FN MAG,machine gun,40,40x20,,Merkava 2 Tank Company,ו
608ו,RPG-7,anti-tank,20,20x20,,Merkava 2 Tank Company,ו
609ו,RPG-7,anti-tank,20,20x20,,Merkava 2 Tank Company,ו
610ו,RPG-7,anti-tank,20,20x20,,Merkava 2 Tank Company,ו
611ו,M47 DRAGON,anti-tank,20,20x20,,Merkava 2 Tank Company,ו
612ו,52MM,mortar,20,20x20,,Merkava 2 Tank Company,ו
613ו,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
614ו,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
615ו,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
616ו,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
613ו,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
614ו,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
615ו,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
616ו,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
613ו,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 2 Tank Company,ו
614ו,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 2 Tank Company,ו
615ו,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 2 Tank Company,ו
616ו,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 2 Tank Company,ו
625ו,GALIL,infantry,40,40x20,,Merkava 2 Tank Company,ו
626ו,GALIL,infantry,40,40x20,,Merkava 2 Tank Company,ו
627ו,GALIL,infantry,40,40x20,,Merkava 2 Tank Company,ו
628ו,GALIL,infantry,40,40x20,,Merkava 2 Tank Company,ו
629ו,FN MAG,machine gun,40,40x20,,Merkava 2 Tank Company,ו
630ו,FN MAG,machine gun,40,40x20,,Merkava 2 Tank Company,ו
631ו,FN MAG,machine gun,40,40x20,,Merkava 2 Tank Company,ו
632ו,RPG-7,anti-tank,20,20x20,,Merkava 2 Tank Company,ו
633ו,RPG-7,anti-tank,20,20x20,,Merkava 2 Tank Company,ו
634ו,RPG-7,anti-tank,20,20x20,,Merkava 2 Tank Company,ו
635ו,M47 DRAGON,anti-tank,20,20x20,,Merkava 2 Tank Company,ו
636ו,52MM,mortar,20,20x20,,Merkava 2 Tank Company,ו
637ו,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
638ו,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
639ו,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
640ו,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 2 Tank Company,ו
001ז,MERKAVA 1,armor,20,20x40,true,Merkava 1 Tank Company,ז
002ז,MERKAVA 1,armor,20,20x40,true,Merkava 1 Tank Company,ז
101ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
102ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
103ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
201ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
202ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
203ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
301ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
302ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
303ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
304ז,MERKAVA 2,armor,20,20x40,,Merkava 1 Tank Company,ז
305ז,MERKAVA 2,armor,20,20x40,,Merkava 1 Tank Company,ז
306ז,MERKAVA 2,armor,20,20x40,,Merkava 1 Tank Company,ז
307ז,MERKAVA 3,armor,20,20x40,,Merkava 1 Tank Company,ז
308ז,MERKAVA 3,armor,20,20x40,,Merkava 1 Tank Company,ז
309ז,MERKAVA 3,armor,20,20x40,,Merkava 1 Tank Company,ז
401ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
402ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
403ז,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ז
501ז,JEEP,reconnaissance,20,20x30,,Merkava 1 Tank Company,ז
502ז,JEEP,reconnaissance,20,20x30,,Merkava 1 Tank Company,ז
503ז,JEEP,reconnaissance,20,20x30,,Merkava 1 Tank Company,ז
504ז,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ז
505ז,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ז
506ז,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ז
507ז,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ז
508ז,RABBI,reconnaissance,20,20x30,,Merkava 1 Tank Company,ז
509ז,RABBI,reconnaissance,20,20x30,,Merkava 1 Tank Company,ז
510ז,RABBI,reconnaissance,20,20x30,,Merkava 1 Tank Company,ז
511ז,UH-1,utility helicopter,20,20x40,,Merkava 1 Tank Company,ז
512ז,UH-1,utility helicopter,20,20x40,,Merkava 1 Tank Company,ז
601ז,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ז
602ז,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ז
603ז,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ז
604ז,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ז
605ז,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ז
606ז,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ז
607ז,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ז
608ז,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ז
609ז,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ז
610ז,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ז
611ז,M47 DRAGON,anti-tank,20,20x20,,Merkava 1 Tank Company,ז
612ז,52MM,mortar,20,20x20,,Merkava 1 Tank Company,ז
613ז,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
614ז,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
615ז,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
616ז,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
613ז,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
614ז,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
615ז,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
616ז,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
613ז,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ז
614ז,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ז
615ז,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ז
616ז,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ז
625ז,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ז
626ז,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ז
627ז,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ז
628ז,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ז
629ז,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ז
630ז,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ז
631ז,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ז
632ז,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ז
633ז,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ז
634ז,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ז
635ז,M47 DRAGON,anti-tank,20,20x20,,Merkava 1 Tank Company,ז
636ז,52MM,mortar,20,20x20,,Merkava 1 Tank Company,ז
637ז,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
638ז,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
639ז,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
640ז,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ז
001ח,MERKAVA 1,armor,20,20x40,true,Merkava 1 Tank Company,ח
002ח,MERKAVA 1,armor,20,20x40,true,Merkava 1 Tank Company,ח
101ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
102ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
103ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
201ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
202ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
203ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
301ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
302ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
303ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
304ח,MERKAVA 2,armor,20,20x40,,Merkava 1 Tank Company,ח
305ח,MERKAVA 2,armor,20,20x40,,Merkava 1 Tank Company,ח
306ח,MERKAVA 2,armor,20,20x40,,Merkava 1 Tank Company,ח
307ח,MERKAVA 3,armor,20,20x40,,Merkava 1 Tank Company,ח
308ח,MERKAVA 3,armor,20,20x40,,Merkava 1 Tank Company,ח
309ח,MERKAVA 3,armor,20,20x40,,Merkava 1 Tank Company,ח
401ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
402ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
403ח,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ח
501ח,JEEP,reconnaissance,20,20x30,,Merkava 1 Tank Company,ח
502ח,JEEP,reconnaissance,20,20x30,,Merkava 1 Tank Company,ח
503ח,JEEP,reconnaissance,20,20x30,,Merkava 1 Tank Company,ח
504ח,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ח
505ח,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ח
506ח,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ח
507ח,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ח
508ח,RABBI,reconnaissance,20,20x30,,Merkava 1 Tank Company,ח
509ח,RABBI,reconnaissance,20,20x30,,Merkava 1 Tank Company,ח
510ח,RABBI,reconnaissance,20,20x30,,Merkava 1 Tank Company,ח
511ח,UH-1,utility helicopter,20,20x40,,Merkava 1 Tank Company,ח
512ח,UH-1,utility helicopter,20,20x40,,Merkava 1 Tank Company,ח
601ח,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ח
602ח,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ח
603ח,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ח
604ח,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ח
605ח,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ח
606ח,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ח
607ח,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ח
608ח,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ח
609ח,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ח
610ח,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ח
611ח,M47 DRAGON,anti-tank,20,20x20,,Merkava 1 Tank Company,ח
612ח,52MM,mortar,20,20x20,,Merkava 1 Tank Company,ח
613ח,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
614ח,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
615ח,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
616ח,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
613ח,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
614ח,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
615ח,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
616ח,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
613ח,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ח
614ח,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ח
615ח,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ח
616ח,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ח
625ח,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ח
626ח,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ח
627ח,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ח
628ח,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ח
629ח,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ח
630ח,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ח
631ח,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ח
632ח,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ח
633ח,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ח
634ח,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ח
635ח,M47 DRAGON,anti-tank,20,20x20,,Merkava 1 Tank Company,ח
636ח,52MM,mortar,20,20x20,,Merkava 1 Tank Company,ח
637ח,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
638ח,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
639ח,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
640ח,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ח
001ט,MERKAVA 1,armor,20,20x40,true,Merkava 1 Tank Company,ט
002ט,MERKAVA 1,armor,20,20x40,true,Merkava 1 Tank Company,ט
101ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
102ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
103ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
201ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
202ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
203ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
301ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
302ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
303ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
304ט,MERKAVA 2,armor,20,20x40,,Merkava 1 Tank Company,ט
305ט,MERKAVA 2,armor,20,20x40,,Merkava 1 Tank Company,ט
306ט,MERKAVA 2,armor,20,20x40,,Merkava 1 Tank Company,ט
307ט,MERKAVA 3,armor,20,20x40,,Merkava 1 Tank Company,ט
308ט,MERKAVA 3,armor,20,20x40,,Merkava 1 Tank Company,ט
309ט,MERKAVA 3,armor,20,20x40,,Merkava 1 Tank Company,ט
401ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
402ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
403ט,MERKAVA 1,armor,20,20x40,,Merkava 1 Tank Company,ט
501ט,JEEP,reconnaissance,20,20x30,,Merkava 1 Tank Company,ט
502ט,JEEP,reconnaissance,20,20x30,,Merkava 1 Tank Company,ט
503ט,JEEP,reconnaissance,20,20x30,,Merkava 1 Tank Company,ט
504ט,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ט
505ט,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ט
506ט,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ט
507ט,M113 ZELDA,reconnaissance,20,20x30,,Merkava 1 Tank Company,ט
508ט,RABBI,reconnaissance,20,20x30,,Merkava 1 Tank Company,ט
509ט,RABBI,reconnaissance,20,20x30,,Merkava 1 Tank Company,ט
510ט,RABBI,reconnaissance,20,20x30,,Merkava 1 Tank Company,ט
511ט,UH-1,utility helicopter,20,20x40,,Merkava 1 Tank Company,ט
512ט,UH-1,utility helicopter,20,20x40,,Merkava 1 Tank Company,ט
601ט,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ט
602ט,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ט
603ט,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ט
604ט,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ט
605ט,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ט
606ט,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ט
607ט,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ט
608ט,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ט
609ט,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ט
610ט,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ט
611ט,M47 DRAGON,anti-tank,20,20x20,,Merkava 1 Tank Company,ט
612ט,52MM,mortar,20,20x20,,Merkava 1 Tank Company,ט
613ט,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
614ט,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
615ט,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
616ט,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
613ט,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
614ט,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
615ט,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
616ט,M113 VAYZATA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
613ט,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ט
614ט,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ט
615ט,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ט
616ט,NAGMASHOT,armored personnel carrier,20,20x40,,Merkava 1 Tank Company,ט
625ט,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ט
626ט,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ט
627ט,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ט
628ט,GALIL,infantry,40,40x20,,Merkava 1 Tank Company,ט
629ט,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ט
630ט,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ט
631ט,FN MAG,machine gun,40,40x20,,Merkava 1 Tank Company,ט
632ט,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ט
633ט,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ט
634ט,RPG-7,anti-tank,20,20x20,,Merkava 1 Tank Company,ט
635ט,M47 DRAGON,anti-tank,20,20x20,,Merkava 1 Tank Company,ט
636ט,52MM,mortar,20,20x20,,Merkava 1 Tank Company,ט
637ט,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
638ט,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
639ט,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
640ט,M113 ZELDA,armored personnel carrier,20,20x30,,Merkava 1 Tank Company,ט
001י,MAGACH 6,armor,20,20x40,true,Magach 6 Tank Company,י
002י,MAGACH 6,armor,20,20x40,true,Magach 6 Tank Company,י
101י,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,י
102י,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,י
103י,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,י
104י,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,י
105י,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,י
106י,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,י
201י,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,י
202י,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,י
203י,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,י
204י,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,י
205י,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,י
206י,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,י
301י,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,י
302י,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,י
303י,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,י
304י,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,י
305י,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,י
306י,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,י
401י,JEEP,reconnaissance,20,20x30,,Magach 6 Tank Company,י
402י,JEEP,reconnaissance,20,20x30,,Magach 6 Tank Company,י
403י,JEEP,reconnaissance,20,20x30,,Magach 6 Tank Company,י
404י,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,י
405י,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,י
406י,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,י
407י,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,י
408י,RABBI,reconnaissance,20,20x30,,Magach 6 Tank Company,י
409י,RABBI,reconnaissance,20,20x30,,Magach 6 Tank Company,י
410י,RABBI,reconnaissance,20,20x30,,Magach 6 Tank Company,י
411י,UH-1,utility helicopter,20,20x40,,Magach 6 Tank Company,י
412י,UH-1,utility helicopter,20,20x40,,Magach 6 Tank Company,י
501י,GALIL,infantry,40,40x20,,Magach 6 Tank Company,י
502י,GALIL,infantry,40,40x20,,Magach 6 Tank Company,י
503י,GALIL,infantry,40,40x20,,Magach 6 Tank Company,י
504י,GALIL,infantry,40,40x20,,Magach 6 Tank Company,י
505י,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,י
506י,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,י
507י,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,י
508י,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,י
509י,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,י
510י,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,י
511י,M47 DRAGON,anti-tank,20,20x20,,Magach 6 Tank Company,י
512י,52MM,mortar,20,20x20,,Magach 6 Tank Company,י
513י,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
514י,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
515י,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
516י,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
513י,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
514י,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
515י,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
516י,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
513י,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,י
